station_code,station_name,station_type,query,altitude,latitude,longitude,county,river_basin,data_source
MFF,MERCED FALLS FOREBAY,real-time,/cgi-progs/queryF?MFF,345,37.523,120.329,MERCED,MERCED R,http://cdec.water.ca.gov/
MLK,MERCED LAKE,real-time,/cgi-progs/queryF?MLK,7300,37.7386,119.4057,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
HIB,MERCED R AT HAPPY ISLES BR NR YOSEMITE,real-time,/cgi-progs/queryF?HIB,4016,37.7315940856934,119.558776855469,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
POH,MERCED R AT POHONO BR NR YOSEMITE,real-time,/cgi-progs/queryF?POH,3862,37.7168731689453,119.666275024414,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MRV,MERCED RIVER (BLM),real-time,/cgi-progs/queryF?MRV,2600,37.65,120.083,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MSJ,MERCED RIVER ABV SAN JOAQUIN RIVER CONFL,real-time,/cgi-progs/queryF?MSJ,52,37.3476,120.97183,MERCED,MERCED R,http://cdec.water.ca.gov/
MBC,MERCED RIVER AT BRICEBURG,real-time,/cgi-progs/queryF?MBC,991,37.62078,120.02215,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
CRS,MERCED RIVER AT CRESSY,real-time,/cgi-progs/queryF?CRS,165,37.425,120.663,MERCED,MERCED R,http://cdec.water.ca.gov/
MHT,MERCED RIVER AT MERCED RIVER HATCHERY,real-time,/cgi-progs/queryF?MHT,300,37.51459,120.37148,MERCED,MERCED R,http://cdec.water.ca.gov/
MMS,MERCED RIVER BELOW MCSWAIN DAM,real-time,/cgi-progs/queryF?MMS,350,37.52239,120.31111,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MMF,MERCED RIVER BELOW MERCED FALLS,real-time,/cgi-progs/queryF?MMF,310,37.522,120.331,MERCED,MERCED R,http://cdec.water.ca.gov/
MNE,MERCED RIVER BELOW NEW EXCHEQUER DAM,real-time,/cgi-progs/queryF?MNE,414,37.57927,120.2831,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MBB,MERCED RIVER NEAR BRICEBURG,real-time,/cgi-progs/queryF?MBB,1150,37.5989,119.9781,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MGS,MERCED RIVER NEAR G ST IN SNELLING,real-time,/cgi-progs/queryF?MGS,250,37.50383,120.4524,MERCED,MERCED R,http://cdec.water.ca.gov/
